entry,px1,py1,pz1,mass1,charge1,px2,py2,pz2,mass2,charge2,px3,py3,pz3,mass3,charge3,px4,py4,pz4,mass4,charge4,px5,py5,pz5,mass5,charge5,px6,py6,pz6,mass6,charge6,px7,py7,pz7,mass7,charge7,px8,py8,pz8,mass8,charge8,px9,py9,pz9,mass9,charge9,px10,py10,pz10,mass10,charge10
10,-10.194,3.979,4.514,0.14,-1,5.902,-2.256,-2.493,0.14,1,-1.796,1.001,0.681,0.14,1,9.577,-4.053,-4.135,0.14,-1,-1.776,0.895,0.833,0.14,-1,10.728,-4.692,-5.547,0.14,1,-2.842,1.107,1.134,0.001,0,-1.685,0.567,0.692,0.02,0,-0.978,0.322,0.442,0,0,1.335,-0.405,-0.259,0,0
10,-2.525,3.757,-2.93,0.14,-1,-3.982,6.897,-5.553,0.14,-1,-2.13,3.132,-2.68,0.14,-1,-2.799,4.509,-3.98,0.14,1,-0.234,0.254,-0.24,0.14,1,-8.041,11.92,-9.923,0.008,0,5.989,-10.031,8.056,0.005,0,0.396,-0.795,0.613,0,0,0.713,-1.644,1.234,0,0,-0.393,0.666,-0.407,0.013,0
10,7.978,-7.802,-2.255,0.14,1,4.748,-4.815,-1.149,0.14,1,-4.431,4.376,1.294,0.14,1,-1.81,1.988,0.899,0.14,-1,-5.602,5.539,1.929,0.14,-1,4.696,-4.992,-1.87,0.14,-1,2.83,-2.933,-0.986,0,0,4.149,-4.149,-1.552,0,0,2.312,-3.835,-1.513,0.031,0,1.607,-1.504,0.079,0.021,0
10,-1.207,-16.951,20.949,0.14,-1,0.468,1.546,-1.195,0.14,-1,-0.428,-9.43,11.615,0.139,1,0.142,1.655,-0.465,0.14,1,1.093,18.415,-23.513,0.14,1,-0.448,3.424,-4.551,0.14,1,0.294,-0.99,-0.531,0.14,-1,0.32,0.81,-1.019,0.14,-1,-0.335,2.033,-1.932,0,0,0.104,0.598,-0.552,0,0
10,-19.357,-3.931,-15.329,0.139,1,17.806,1.825,12.703,0.14,1,-7.077,-1.809,-5.238,0.14,-1,-3.387,-1.279,-2.744,0.14,1,-0.432,-0.063,-0.017,0.14,-1,-0.87,-0.335,-0.68,0.001,0,2.702,4.111,1.982,0,0,-0.873,-0.439,-0.808,0,0,5.229,0.165,3.793,0.036,0,1.031,0.112,0.5,0,0
10,0.222,0.13,0.021,0.14,1,-0.57,-0.416,0.366,0.14,1,-22.569,-14.633,-9.619,0.14,1,-5.867,-3.036,-1.735,0.14,-1,12.842,7.304,3.208,0.14,1,-5.842,-3.655,-2.387,0.14,1,19.073,10.422,7.527,0.14,-1,-1.845,-0.321,0.319,0.14,-1,0.729,1.321,0.607,0,0,4.982,2.69,1.586,0.034,0
10,0.142,-4.986,0.691,0.14,1,-0.564,9.772,-1.411,0.14,-1,-0.418,5.377,-0.687,0.14,1,-0.648,9.376,-1.773,0.14,-1,0.472,-11.791,1.647,0.139,1,0,-2.012,0.302,0.001,0,-0.381,3.337,-0.486,0.026,0,2.584,-18.49,2.998,0,0,-0.958,7.859,-1.552,0.04,0,0.413,0.912,-0.05,0,0
10,-7.324,-3.555,0.691,0.14,-1,-26.51,-11.734,3.692,0.14,1,1.992,0.913,-0.225,0.14,-1,2.786,1.155,-0.527,0.14,1,5.593,2.89,-0.814,0.14,-1,9.302,3.942,-0.962,0,0,1.373,0.525,-0.153,0,0,-0.823,-0.048,0.047,0.013,0,0.967,0.167,-0.215,0.014,0,2.896,1.548,-0.446,0,0
10,-3.207,0.268,-0.675,0.14,1,-39.02,11.328,-5.428,0.138,-1,2.081,-0.745,-0.572,0.14,-1,35.309,-10.435,7.055,0.138,1,0.245,0.278,-0.453,0.14,-1,-0.104,-0.286,-0.465,0.14,-1,1.457,0.135,-0.312,0,0,10.062,-2.188,2.232,0.131,0,1.44,-1.013,0.378,0,0,1.324,-0.402,-0.256,0,0
10,5.091,8.625,7.678,0.139,-1,3.323,4.647,4.242,0.14,1,0.801,0.911,1.011,0.14,1,-2.086,-3.467,-2.868,0.14,-1,-3.035,-4.381,-4.152,0.14,-1,-5.343,-7.993,-7.477,0.14,1,0.638,1.282,1.117,0,0,-4.75,-6.823,-6.967,0,0,-2.849,-4.195,-3.839,0,0,1.311,0.307,1.142,0.019,0
10,-0.07,-0.212,-0.105,0.14,1,-3.405,-7.014,-3.346,0.14,-1,3.732,6.771,2.6,0.14,1,-1.657,-2.792,-1.455,0.14,-1,-1.085,-1.975,-1.097,0.14,-1,-2.006,-4.336,-1.9,0.14,1,-5.511,-10.34,-5.429,0.051,0,-2.007,-3.733,-1.845,0,0,-0.418,-0.837,-0.46,0,0,-3.831,-3.506,1.447,0,0
10,0.12,-0.319,-0.185,0.14,1,-7.173,-4.416,3.55,0.14,-1,6.529,3.854,-3.403,0.14,1,-0.153,0.189,0.355,0.14,-1,11.916,7.898,-6.158,0.14,-1,-0.232,-0.426,0.052,0.14,1,-0.391,0.024,-0.238,0.14,1,-1.217,-0.405,0.636,0.14,-1,-27.915,-17.496,15.628,0.087,0,9.308,6.513,-5.333,1.49,0
10,12.77,10.266,6.105,0.14,-1,-1.501,-0.882,-0.37,0.14,1,0.261,0.53,0.057,0.14,-1,14.853,14.242,6.498,0.14,1,-0.119,-0.254,-0.27,0.14,-1,-0.755,-0.975,-0.023,0,0,-1.58,-1.416,-0.467,0,0,0.822,0.62,0.079,0,0,0.652,0.579,-0.02,0,0,-30.895,-26.527,-11.47,0,0
10,-1.432,-9.645,-5.847,0.14,-1,-1.011,-4.796,-2.523,0.14,-1,1.45,7.441,3.993,0.14,-1,-1.003,-4.82,-2.461,0.14,1,0.371,1.4,0.935,0.14,1,1.117,7.287,3.89,0.14,1,1.628,9.353,4.772,0,0,0.996,6.08,2.961,0.003,0,-0.907,-2.003,-1.141,0,0,-0.041,-0.832,-0.722,0.001,0
10,6.395,1.245,6.482,0.14,-1,-6.168,-0.86,-5.931,0.14,-1,-4.23,-0.694,-4.863,0.14,-1,-4.88,-0.556,-4.479,0.14,1,1.584,0.19,1.545,0.14,1,10.99,1.261,11.12,0.14,1,5.94,0.885,6.245,0.14,-1,2.103,0.357,2.106,0,0,0.662,0.061,0.635,0,0,2.326,-0.039,2.32,0.026,0
10,11.472,-1.207,-6.158,0.14,1,-15.628,2.648,8.845,0.139,-1,-4.491,0.492,2.41,0.14,1,-1.882,0.262,1.001,0.14,1,-1.692,0.264,0.918,0.14,-1,-0.672,0.133,0.363,0.14,-1,13.189,-2.196,-7.889,0,0,-0.795,0.06,0.431,0,0,0.839,-0.21,-0.49,0,0,0.673,-0.096,-0.487,0,0
10,-14.053,-0.23,10.366,0.139,1,29.35,0.719,-22.715,0.14,-1,-2.927,-0.536,2.168,0.14,1,-0.6,0.271,0.495,0.14,1,-1.164,-0.259,0.515,0.14,-1,-14.744,-0.635,10.238,0.139,-1,3.256,-0.076,-1.414,0.14,1,-1.039,-0.504,0.87,0.14,-1,-1.98,0.014,1.862,0,0,1.698,-0.28,-1.314,0,0
10,-0.939,5.161,-1.62,0.14,1,1.229,-7.453,2.122,0.14,1,2.668,-17.034,5.428,0.139,-1,-1.666,9.506,-3.072,0.14,1,0.303,-1.599,0.393,0.14,-1,-0.573,4.066,-1.355,0.14,-1,1.49,-8.204,3.163,0.004,0,0.456,-2.437,0.842,0,0,-0.358,2.018,-0.522,0.021,0,-0.075,1.12,-0.326,0,0
10,-0.751,3.765,3.406,0.14,-1,-2.397,12.703,9.821,0.14,1,3.722,-16.18,-12.604,0.14,1,0.816,-1.909,-1.386,0.14,1,-1.174,4.5,3.747,0.14,-1,0.334,-1.286,-0.874,0,0,0.265,-1.268,-1.023,0.001,0,0.104,-0.876,-0.861,0.001,0,-1.495,8.051,7.01,1.203,0,-0.076,-2.078,-1.901,0,0
10,0.317,9.014,-7.132,0.14,1,-0.356,12.973,-10.703,0.14,1,0.008,-7.645,6.202,0.14,-1,-0.107,1.946,-1.544,0.14,-1,-0.045,1.01,-0.871,0.14,1,-0.046,9.221,-7.455,0,0,0.017,1.444,-1.23,0.001,0,0.039,1.294,-1.062,0,0,0.097,-5.164,4.969,0,0,-0.004,-3.272,3.006,0,0
10,0.263,-23.149,-2.223,0.14,-1,-0.549,9.098,0.579,0.14,1,-0.016,4.9,0.21,0.14,1,0.542,-2.21,-0.349,0.14,-1,-0.017,2.952,0.1,0.14,-1,0.218,-3.812,-0.37,0.14,1,-0.324,-0.148,0.514,0.14,1,0.088,-2.131,-0.174,0.021,0,0.053,3.879,-0.33,0,0,-0.235,1.047,-0.163,0.001,0
10,-6.402,16.563,-5.798,0.139,1,0.676,0.296,-0.016,0.14,-1,5.312,-16.486,5.615,0.14,1,0.259,1.394,0.001,0.14,-1,-1.652,4.583,-1.815,0.14,-1,-0.518,0.201,-0.112,0.14,-1,-4.947,17.303,-6.486,0,0,5.224,-15.876,6.239,0.059,0,0.681,-2.073,0.893,0,0,0.424,-1.537,0.325,0,0
10,7.197,-8.38,-9.001,0.14,-1,-3.933,5.361,5.153,0.14,-1,-6.244,7.027,7.225,0.14,1,-11.479,13.522,14.479,0.14,-1,0.929,-0.916,-0.994,0.14,1,0.324,-0.298,-0.397,0.14,1,-0.514,0.555,0.629,0,0,-0.519,0.612,0.67,0,0,-0.523,0.566,0.601,0,0,-0.569,0.38,0.622,0,0
10,-0.171,-0.068,0.023,0.14,1,31.474,1.086,-2.923,0.139,1,-1.529,-0.093,0.516,0.14,1,7.597,0.599,-0.442,0.14,-1,4.289,0.158,-0.212,0.14,-1,0.131,0.131,0.229,0.14,-1,-30.42,-0.72,3.092,0,0,-1.804,-0.157,0.015,0,0,-1.251,-0.043,0.041,0,0,1.15,-0.075,-0.082,0,0
10,1.533,8.744,-3.346,0.14,1,1.996,12.615,-4.627,0.139,1,1.069,5.047,-2.038,0.14,-1,-2.033,-10.086,4.203,0.14,-1,-0.024,-0.531,0.202,0.14,1,2.98,14.78,-6.254,0,0,-0.379,-0.652,0.307,0,0,-0.072,-0.837,0.049,0,0,-3.345,-19.846,8.367,0.064,0,0.001,0.762,-0.28,0,0
10,7.341,-17.243,3.322,0.139,1,-9.454,21.703,-3.811,0.14,-1,0.687,-1.514,0.155,0.14,-1,-0.103,0.182,0.001,0.14,-1,0.099,-0.178,-0.001,0.14,1,0.271,-0.842,0.179,0.013,0,-0.742,1.576,-0.179,0.001,0,4.879,-11.154,2.38,0.05,0,-3.262,6.6,-1.269,0.039,0,-0.528,1.744,-0.211,0,0
10,12.28,-7.052,4.828,0.14,-1,-8.97,5.265,-4.151,0.14,1,-6.96,4.296,-3.594,0.14,-1,-6.391,4.169,-3.197,0.14,1,-1.491,0.984,-0.62,0.14,-1,-1.126,0.513,-0.54,0.14,1,-0.931,0.309,-0.368,0,0,3.051,-1.619,1.458,0.001,0,-4.659,4.184,-2.723,0.037,0,-0.27,0.508,-0.62,0,0
10,5.448,-0.19,-4.27,0.14,-1,0.846,-0.021,-0.486,0.14,1,-22.167,1.683,20.606,0.139,-1,2.055,-0.045,-2.03,0.14,1,1.515,-0.484,-1.978,0.14,-1,7.547,-1.131,-7.176,0,0,1.179,-0.111,-1.052,0.001,0,0.728,0.438,-0.834,0,0,-1.761,0.062,1.646,0,0,0.72,0.119,-0.546,0,0
10,-8.817,-1.609,-1,0.14,1,3.341,-0.071,0.025,0.14,-1,-0.728,-0.048,0.63,0.14,-1,13.046,3.432,1.415,0.14,-1,4.502,0.66,0.044,0.14,1,1.256,0.204,0.161,0,0,-2.194,-0.538,-0.111,0.001,0,-18.187,-3.888,-2.651,0.061,0,10.063,1.797,0.764,0.688,0,0.858,0.682,0.482,0.015,0
10,-2.342,5.951,-3.95,0.14,1,-7.215,17.346,-12.489,0.14,-1,0.137,-0.658,0.468,0.14,-1,-0.765,2.518,-1.628,0.14,-1,1.607,-3.885,2.443,0.14,1,-1.899,4.991,-3.305,0,0,-0.56,1.61,-1.052,0,0,3.83,-9.692,7.117,0,0,3.802,-10.234,7.141,0,0,1.766,-4.553,3.111,0,0
10,-2.931,-5.876,-7.11,0.14,1,2.588,5.075,5.456,0.14,1,-4.774,-8.892,-9.987,0.14,-1,2.947,5.664,6.617,0.14,1,1.666,2.705,3.25,0.14,-1,-0.902,-1.473,-1.45,0.14,-1,2.784,4.899,5.814,0.14,-1,4.136,7.411,8.715,0.14,1,0.739,1.329,1.561,0,0,6.125,9.641,11.726,0.036,0
10,2.711,4.175,3.63,0.14,-1,-3.187,-4.797,-4.038,0.14,-1,4.945,6.625,5.759,0.14,1,-3.157,-4.073,-3.707,0.14,-1,-4.631,-6.506,-4.961,0.14,1,4.565,6.108,5.554,0.14,1,5.819,7.825,6.223,0.048,0,0.312,0.676,0.575,0.014,0,-0.56,-0.527,-0.498,0,0,-0.81,-1.328,-1.414,0.02,0
10,-7.566,-4.11,2.316,0.14,1,10.09,5.231,-3.148,0.14,-1,-0.555,-0.268,0.135,0.14,-1,-0.142,-0.112,0.04,0.14,1,-20.145,-11.081,6.374,0.14,1,-3.68,-1.593,1.068,0,0,-1.689,-0.837,0.585,0,0,15.015,8.77,-4.923,0,0,5.989,3.381,-2.058,0.038,0,3.194,2.19,-0.901,0,0
10,11.042,-0.512,4.603,0.14,1,-15.536,1.157,-5.788,0.14,1,6.731,-0.46,2.526,0.14,-1,12.426,-0.893,5.409,0.139,-1,-8.178,0.617,-3.128,0.14,1,-1.218,0.143,-0.597,0.14,-1,1.352,-0.189,0.633,0.001,0,0.873,0.046,0.482,0,0,-4.605,1.396,-1.317,0.032,0,1.021,-0.451,-0.103,0,0
10,17.91,2.612,3.028,0.14,1,1.268,0.065,-0.463,0.14,-1,3.755,0.534,0.762,0.14,1,4.56,-0.301,0.82,0.14,1,8.941,1.238,0.966,0.14,1,-39.186,-5.592,-6.324,0.141,-1,0.235,0.001,0.406,0.14,1,3.149,0.86,0.878,0.14,-1,5.662,0.474,2.412,2.296,0,1.406,0.586,0.326,0,0
10,-2.503,1.898,-1.085,0.14,-1,-1.121,1.069,-0.469,0.14,-1,-21.444,19.513,-10.762,0.14,1,3.926,-3.236,1.809,0.14,1,3.796,-3.984,2.008,0.14,-1,-1.167,1.299,-0.615,0.001,0,-1.036,0.882,-0.462,0,0,1.16,-1.093,0.517,0,0,-0.615,0.353,-0.437,0,0,3.009,-1.86,1.634,0,0
10,-8.053,7.651,12.647,0.14,1,-6.764,7.108,11.736,0.14,-1,12.255,-12.48,-21.024,0.139,1,4.926,-5.111,-8.468,0.14,1,0.726,-0.685,-1.131,0.14,-1,-5.406,5.57,9.479,0.14,-1,-1.315,1.189,2.201,0,0,-1.169,0.997,1.829,0,0,1.223,-1.439,-1.95,0,0,2.47,-3.288,-4.718,1.694,0
10,-6.947,-0.919,6.367,0.14,1,6.029,0.986,-5.118,0.14,1,-8.159,-1.503,6.578,0.14,1,4.575,0.795,-4.144,0.14,-1,4.183,0.541,-3.786,0.14,-1,-1.361,-0.381,1.014,0.14,-1,4.765,0.752,-4.1,0,0,0.999,0.098,-0.89,0,0,4.134,0.48,-3.51,0,0,1.185,0.318,-1.2,0,0
10,18.57,19.214,19.06,0.141,-1,-10.918,-11.517,-11.236,0.14,-1,-3.24,-3.43,-3.023,0.14,1,-1.338,-1.386,-1.274,0.14,1,-3.47,-3.882,-3.579,0.14,-1,-2.446,-2.496,-2.263,0,0,-1.531,-1.725,-1.47,0,0,-2.378,-2.813,-2.573,0.03,0,-0.728,-0.416,-0.518,0,0,-0.874,-0.7,-0.805,0.017,0
10,7.037,3.753,-3.565,0.14,-1,-10.991,-6.197,6.594,0.14,-1,-2.19,-1.246,1.228,0.14,1,-2.257,-0.976,1.186,0.14,-1,11.29,5.944,-6.916,0.14,1,-4.612,-2.325,2.479,0.14,1,-4.624,-2.351,2.794,0.14,1,-2.471,-1.376,1.531,0.025,0,10.047,4.642,-6.079,0.05,0,0.704,0.116,-0.395,0,0
10,-1.804,-1.463,-0.549,0.14,1,-3.951,-3.921,-1.46,0.14,1,-18.972,-16.811,-5.268,0.139,-1,6.173,5.951,2.184,0.14,-1,6.91,6.065,1.99,0.14,1,8.707,7.55,2.311,0.14,-1,-1.529,-1.588,-0.492,0,0,-4.025,-3.859,-1.322,0.034,0,1.261,0.949,0.353,0,0,-1.368,-0.731,-0.34,0,0
10,0.99,-11.387,5.208,0.14,-1,1.346,-13.69,7.185,0.14,-1,-0.597,11.691,-5.598,0.139,1,0.505,-2.901,1.349,0.14,1,-0.108,0.893,-0.547,0.14,-1,-0.114,0.375,-0.24,0.14,1,0.117,-1.812,0.952,0,0,0.189,-1.256,0.602,0,0,-0.518,4.437,-2.368,0,0,0.507,3.814,-1.792,0.029,0
10,-6.466,3.571,1.415,0.14,1,16.921,-8.585,-3.697,0.14,1,-15.86,8.235,3.458,0.14,-1,9.134,-4.695,-1.964,0.14,-1,-3.7,1.883,0.63,0.14,-1,2.703,-1.503,-0.628,0.14,1,-4.806,2.098,0.84,0.002,0,-0.856,0.419,0.22,0,0,3.113,-1.32,-0.697,0,0,-0.877,0.536,0.24,0,0
10,4.284,2.55,0.974,0.14,-1,-5.072,-6.038,0.757,0.14,-1,2.743,1.373,-0.303,0.14,1,-0.6,-0.084,-0.146,0.14,1,-0.671,-0.356,-0.918,0.14,1,22.432,29.505,-2.596,0.017,0,-10.762,-12.395,0.535,0,0,-4.681,-5.094,0.431,0,0,-1.707,-1.881,0.017,0,0,-5.912,-6.196,0.501,0.041,0
10,4.515,4.38,-3.647,0.14,-1,-1.537,-1.572,1.346,0.14,1,0.579,0.731,-0.648,0.14,1,-4.059,-4.757,4.191,0.14,-1,-0.844,-0.84,0.587,0.14,1,10.116,10.865,-9.52,0,0,1.228,1.455,-1.33,0,0,1.264,1.305,-1.354,0,0,1.174,1.12,-1.35,0.001,0,0.652,0.581,-0.564,0,0
10,4.641,-1.997,-1.407,0.14,-1,13.37,-4.623,-2.359,0.14,1,-5.913,2.325,0.734,0.14,1,2.441,-0.704,-0.46,0.14,-1,-3.197,1.292,0.929,0.14,-1,-2.173,0.882,0.233,0.14,-1,-27.889,8.904,7.004,0.141,-1,9.292,-3.14,-2.539,0.14,1,1.588,-0.27,-0.217,0.14,1,-1.238,0.345,0.383,0,0
10,21.406,19.025,16.82,0.14,-1,3.158,3.352,3.51,0.14,-1,-26.66,-24.375,-23.257,0.139,1,1.645,2.124,1.929,0.14,1,0.466,0.127,0.305,0.14,-1,-0.536,-0.967,0.024,0.14,-1,-0.137,-0.063,-0.298,0.14,1,0.205,-0.052,-0.041,0.14,-1,0.702,0.671,0.592,0,0,-0.61,-0.57,-0.486,0.014,0
10,0.032,-0.173,0.043,0.14,-1,-0.814,4.685,-1.833,0.14,1,-0.556,17.177,-5.777,0.14,-1,0.304,-2.46,2.08,0.14,1,0.799,-8.465,2.823,0.14,-1,1.763,-12.605,3.922,0.14,1,0.069,-1.815,1.14,0.14,-1,-2.644,17.117,-7.136,0,0,-0.537,2.1,-0.912,0.001,0,1.683,-16.57,8.121,0.061,0
10,-0.289,-7.932,2.656,0.14,1,-0.344,-3.221,1.083,0.14,-1,-0.216,-1.437,0.468,0.14,-1,-0.052,-0.647,0.211,0.14,1,3.176,30.466,-11.032,0.14,-1,-0.766,-5,1.573,0.14,1,-0.95,-13.918,4.909,0.005,0,-0.187,-1.974,0.768,0.021,0,-0.052,-1.062,0.346,0.001,0,-0.43,-3.457,0.707,0,0
10,17.274,-0.797,-10.125,0.139,-1,4.837,-0.497,-3.076,0.14,1,-1.884,0.177,1.137,0.14,-1,-15.176,1.385,8.598,0.14,1,-3.145,0.103,2.217,0.14,-1,9.327,-0.602,-5.372,0.14,1,-7.677,0.497,4.705,0,0,-4.301,0.346,2.514,0.002,0,-0.717,0.136,0.498,0,0,-0.746,-0.338,0.663,0.015,0
10,-2.286,5.116,-3.868,0.14,-1,7.022,-19.049,13.74,0.139,-1,5.729,-14.034,10.685,0.14,1,-0.224,0.834,-0.546,0.14,-1,-0.202,0.46,-0.319,0.14,1,0.731,-1.61,1.042,0.14,1,0.469,-1.243,0.879,0.001,0,-0.277,1.111,-0.754,0,0,-1.37,4.382,-2.973,0,0,-0.99,1.288,-1.429,0,0
10,10.763,2.941,8.219,0.14,1,-4.059,-0.941,-2.871,0.14,1,-0.436,-0.098,-0.301,0.14,-1,-0.563,-0.212,-0.423,0.14,1,-5.658,-1.404,-3.703,0.14,-1,1.665,0.309,1.264,0,0,5.45,0.995,3.856,0,0,-14.751,-4.287,-11.076,0,0,-3.312,-1.082,-2.331,0.029,0,-0.972,-0.403,-0.64,0,0
10,-4.774,-12.18,-0.734,0.14,-1,0.535,1.255,0.049,0.14,1,6.592,15.811,0.735,0.139,1,-10.442,-27.205,-1.05,0.14,1,-0.736,-1.918,-0.209,0.14,-1,-0.361,-0.568,-0.035,0.14,-1,1.315,3.979,0.162,0.14,-1,5.241,14.533,0.633,0.005,0,0.53,1.561,0.101,0.001,0,-0.312,-1.481,-0.008,0.228,0
10,0.854,-0.607,0.741,0.14,1,9.711,-7.46,9.994,0.139,1,1.352,-1.085,1.111,0.14,-1,-3.585,2.205,-3.894,0.14,1,0.537,-0.384,0.595,0.14,-1,0.434,-0.316,0.651,0.14,-1,7.773,-5.813,8.396,0.14,-1,1.2,-0.75,1.015,0.14,1,-24.278,17.442,-22.621,0,0,1.761,-1.159,2.941,0.027,0
10,3.762,8.362,-3.735,0.14,-1,-1.419,-3.256,1.289,0.14,-1,-7.659,-17.165,8.069,0.14,-1,8.659,20.218,-9.829,0.139,1,3.993,8.191,-3.74,0.14,1,-1.657,-3.806,1.51,0.14,1,0.421,0.909,-0.414,0,0,0.466,0.922,-0.493,0,0,-1.654,-3.663,1.536,0,0,1.693,0.651,-0.224,0.019,0
10,-0.211,0.295,-0.02,0.14,-1,3.153,2.635,-5.127,0.14,-1,-1.417,-1.026,0.175,0.14,-1,0.07,0.505,-0.222,0.14,1,7.121,6.946,-13.239,0.139,1,-0.897,-0.861,2.033,0.14,-1,-10.227,-9.258,19.035,0.14,1,-1.45,-1.432,3.107,0,0,-3.924,-3.444,7.225,0.042,0,-0.623,-0.354,0.653,0,0
10,-6.571,2.794,-5.388,0.14,1,5.914,-2.013,4.969,0.14,-1,8.819,-3.588,7.158,0.14,-1,-7.401,2.854,-5.838,0.14,1,9.141,-4.237,8.411,0.139,1,-9.109,3.594,-8.352,0.14,-1,-0.866,0.391,-0.791,0,0,0.637,-0.175,0.542,0,0,0.822,-0.409,0.744,0,0,-0.602,0.691,-0.82,0,0
10,-30.138,26.216,-3.756,0.14,1,-0.643,0.709,-0.079,0.14,-1,-0.391,0.8,-0.31,0.14,-1,-0.971,0.213,-1.062,0.14,1,2.996,-1.84,0.9,0.14,-1,13.705,-12.102,3.826,0,0,4.98,-4.755,1.295,0.038,0,1.135,-1.011,0.275,0,0,2.175,-1.733,0.395,0,0,-3.783,4.167,-0.536,0.81,0
10,-1.378,-1.866,0.197,0.14,1,-3.443,-4.974,-1.192,0.14,-1,-15.868,-29.51,-4.577,0.139,-1,2.783,4.928,0.55,0.14,-1,5.6,8.708,1.703,0.14,1,-0.028,-0.472,0.164,0.14,-1,-0.224,-0.432,0.044,0.14,-1,14.685,24.515,3.761,0.075,0,-2.016,-5.12,-1.159,0.034,0,0.694,0.469,0.023,0.013,0
10,5.51,3.064,-5.433,0.14,-1,16.609,10.629,-16.864,0.14,-1,-7.782,-5.486,8.729,0.14,1,1.221,0.849,-1.164,0.14,-1,1.132,0.908,-1.128,0.14,1,1.993,1.432,-1.929,0.14,1,-1.309,-0.92,1.333,0,0,-2.658,-1.769,2.45,0,0,-0.559,-0.381,0.533,0,0,-3.298,-1.86,3.549,0.032,0
10,-3.032,-0.532,2.788,0.14,-1,-7.815,-2.592,6.284,0.14,1,-9.777,-2.586,7.475,0.14,1,7.771,2.921,-4.282,0.139,1,-3.509,-0.888,2.68,0.14,-1,-2.888,-0.676,2.084,0.14,-1,1.503,0.489,-0.801,0,0,-6.506,-8.437,-0.573,0,0,-1.498,-0.564,0.07,0,0,1.565,0.852,-0.949,0,0
10,4.072,-0.388,3.194,0.14,1,1.181,-0.09,0.934,0.14,-1,16.228,-2.069,11.053,0.14,1,5.468,-0.524,3.564,0.14,1,5.944,-0.774,4.43,0.14,-1,-6.141,0.803,-3.405,0.14,-1,0.184,0.046,-0.314,0.14,-1,0.917,-0.079,0.708,0,0,-29.941,3.603,-20.702,0.017,0,1.748,-0.221,1.566,0.001,0
10,-1.095,-0.437,0.414,0.14,1,-9.331,-3.385,3.408,0.14,-1,8.451,3.397,-2.572,0.14,1,7.994,3.798,-3.079,0.139,-1,10.821,4.483,-4.083,0.14,1,-0.643,-0.211,0.239,0.14,-1,-12.314,-5.407,3.98,0,0,-4.828,-2.157,1.713,0,0,4.799,1.942,-1.501,0,0,-8.413,-3.385,3.284,0.004,0
10,5.233,3.296,-2.075,0.14,-1,-9.784,-8.244,5.645,0.14,-1,-0.593,-0.675,-0.569,0.14,1,9.544,8.304,-5.126,0.14,1,-5.028,-4.593,2.708,0.14,1,8.603,7.582,-4.046,0.14,-1,3.718,3.18,-1.945,0,0,2.113,1.954,-1.162,0,0,-0.614,-0.433,0.754,0,0,-17.488,-13.673,9.286,3.251,0
10,11.959,-19.94,15.467,0.14,1,4.007,-7.881,6.141,0.14,-1,-16.608,28.258,-16.749,0.139,1,-0.857,1.249,-2.441,0.14,1,-0.193,0.116,-0.239,0.14,-1,-0.15,0.369,-0.261,0.14,-1,-0.924,0.718,-1.557,0.14,-1,-0.421,0.481,-1.077,0.14,1,1.624,-1.46,1.567,0.14,1,-2.568,7.038,-3.753,0.041,0
10,14.021,-10.402,-3.076,0.139,-1,5.596,-3.934,-1.065,0.14,-1,-2.595,1.801,0.686,0.14,1,-1.877,1.361,0.322,0.14,1,-0.333,0.308,0.065,0.14,-1,3.411,-2.622,-1.213,0.14,1,-12.149,9.551,2.19,0.056,0,-10.479,7.64,2.679,0.051,0,-3.68,2.792,0.866,0,0,-0.419,0.926,0.481,0,0
10,-0.166,0.074,-0.155,0.14,-1,-3.154,-3.272,5.385,0.14,-1,-1.794,-1.878,2.969,0.14,1,0.194,0.537,-0.375,0.14,1,0.816,0.773,-1.442,0.14,-1,-7.591,-6.605,10.676,0.14,-1,-7.339,-7.335,11.69,0.14,1,0.114,0.093,0.142,0.14,-1,19.134,16.792,-31.548,0,0,-0.289,-0.541,0.712,0,0
10,5.267,3.519,1.261,0.14,1,-1.881,-1.366,-0.597,0.14,-1,1.567,1.155,0.426,0.14,1,0.981,0.512,0.196,0.14,-1,0.852,0.516,0.217,0.14,-1,2.716,2.047,0.607,0.14,1,8.666,5.534,2.736,0,0,5.25,3.439,1.803,0,0,-34.84,-22.482,-10.64,0,0,2.4,1.007,0.404,0.023,0
10,-0.256,0.023,-0.168,0.14,-1,-9.55,15.482,-6.972,0.14,1,12.956,-19.588,8.711,0.14,1,2.195,-3.413,1.577,0.14,-1,0.527,-0.448,0.002,0.14,-1,0.785,-1.386,0.564,0.14,1,0.134,-0.845,0.179,0.14,1,-11.482,19.01,-7.823,0.14,-1,-0.314,0.745,-0.367,0.013,0,-2.75,1.417,0.122,0,0
10,-5.604,-21.424,13.657,0.14,1,-1.366,-5.033,3.146,0.14,-1,0.488,0.505,-0.13,0.14,-1,4.201,19.835,-11.197,0.14,1,-0.108,-0.307,-0.42,0.14,-1,-0.215,0.106,0.272,0.14,1,2.556,14.996,-8.437,0,0,-2.694,-8.555,3.938,0.044,0,0.17,-1.2,0.847,0,0,0.086,-0.873,0.33,0,0
